Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,class_label
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Posting Order Served,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10281,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Posting Order Served,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11375,No Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Posting Order Served,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Violation Issued,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,0
Parking Lot - 050,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Posting Order Served,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Violation Issued,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,Out of Business,0
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10001,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Unable to Locate,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Evidence of Activity,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Evidence of Activity,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Unable to Locate,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Evidence of Activity,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Out of Business,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Closed,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
Tax Preparers - 891,Surcharge/Overcharge - S02,No Business Response - NVR,No,10457,No Violation Issued,0
